phonetic_transcription;wav_path;speaker
#p nn uc kk oo mm 'ee ss uc 'eh aa ss 'in mm 'ee zz mm uc #c mm 'aa zz dd ee pp 'oo ij zz dz ic aa uw gg 'uu mm ac ss ss ee mm 'an nn ac zz uc nn 'uu mm ee rr uc dz ic kk ll ii 'en ts ic zz vv 'aa ij aa uw mm en tt 'aa rf kk on ss ii dd ee rr aa vv ee uw mm 'en ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0015.wav;adriana
#p vv 'aa ij pp aa ss 'aa rr aa uw gg 'uu mm ac zz nn 'oo ij ts ic zz nn ac pp oo ll ii nn 'eh zz ij ac ff rd an ss 'ee zz ac #c ic tt aa uw vv 'ee ss ff 'ii kk ic aa tt 'eh uc ff 'in dd uc mm 'ee ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0047.wav;adriana
#p mm 'aa ss pp oo rf mm oo rr 'aa rf mm 'un in tt uc pp 'eh rf tt uc dz ic mm 'in vv 'ee ij uw ac pp 'eh #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0751.wav;adriana
#p tt an bb 'en ff 'oo ij ff aa vv oo rr 'aa vv ee uw 'aa uw pp aa 'ii zz dz ic ll 'uu ll ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0333.wav;adriana
#p uc mm aa rr 'ii dd uc dz 'ii ss ic 'aa mm uu lh 'eh rf kk ic ff aa rr 'an wn tt uu rr 'ii zz mm uc nn ac ss uu 'ii ss ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0530.wav;adriana
#p 'eh ll ac ic bb rd 'uu nn uc vv 'an wn kk on ss ee gg 'ii rf #p vv oo ss 'ee vv 'aa ij vv 'ee rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0095.wav;adriana
#p aa bb 'eh rf tt ac kk an dz ii dd aa tt 'uu rr ac dz ic zh oo aa kk 'in bb aa rf bb 'oh zz ac 'aa uw kk 'aa rf gg uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0097.wav;adriana
#p un pp nn 'ee uw kk ic ff 'uu rr ac en 'uu mm ac rx 'uu ac dd ee zz 'eh rf tt ac #c 'oo uw un vv ii zz 'in nh uc bb aa rf bb 'ee ij rr uc kk ic aa mm 'aa ss ac ss 'ee uw kk 'aa rx uc nn ac gg aa rr 'aa zh en dd uc ss 'ee uw pp rd 'eh dz ic uw #c;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0778.wav;adriana
#p aa tt 'eh mm 'aa ij ss #c mm 'ee uw aa mm 'ii gg uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0574.wav;adriana
#p aa tt 'eh uc ff ii nn 'aa uw dd uc pp rd 'oh ss ic mm uc mm 'ee zz dz ic aa bb rd 'ii uw #c ss ee rr 'an wn ss 'ee rf kk ac dz ic kk uw aa tt rd oo ss 'en tt uc zz ee vv 'en tt uc ss pp 'aa rr ac kk ll ii 'en ts ic zz nn ac zz rx ee ss pp ee kk ts 'ii vv ac ss pp rd 'aa ss ac zz dz ic aa tt uu aa ss 'an wn en tt 'oo dd uc uc pp aa 'ii ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0104.wav;adriana
#p ic ee ss pp 'eh rr uc kk ic kk on ts ii nn 'uu en ss 'en pp rd ic aa ss 'in #c kk 'oo mm uc nn ac ff 'oh tt uc #c ic kk ic tt 'uu dd uc dd 'ee ss 'eh rf tt uc pp rd ac vv oo ss 'ee ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0108.wav;adriana
#p tt 'ee mm uc ss tt 'uu dd uc kk ic vv oo ss 'ee pp rd ee ss 'ii zz ac pp 'aa rr ac dd ee ij sh 'aa rf ss 'uu ac kk 'aa zz ac mm 'aa ij zz ll 'in dd ac #s ic vv oo ss 'ee mm 'aa ij ss ff ee ll 'ii ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0035.wav;adriana
#p bb 'oo ac pp ee rf gg 'un tt ac #e 'ee uw aa 'in dd ac nn 'an wn tt 'en nh uc 'eh ss ac rx ee ss pp 'oh ss tt ac mm 'aa zz vv 'oo uw pp rd oo kk uu rr 'aa ll ac ic rx ee tt 'oo rf nn uc ac ll ii gg aa ss 'an wn pp 'aa rr ac vv oo ss 'ee #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0042.wav;adriana
#p 'ee ll ic zh uu ss ts ii ff 'ii kk ac ac ii zz en ss 'an wn kk on ac in dd ee nn ii zz aa ss 'an wn pp 'ee ll uc dd 'an nn uc kk aa uw zz 'aa dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0443.wav;adriana
#p ac kk oo bb ee rf tt 'uu rr ac dz ic pp rd 'oh tt ee zz ic dd en tt 'aa rr ij ac tt 'en vv aa rr ii aa ss 'an wn 'en tt rd ic uc zz nn 'oh ss uc ss pp ll 'an nn uc ss #c dd ee pp en dd 'en dd uc dd uc ts 'ii pp uc dz ic mm aa tt ee rr ii 'aa uw ic aa kk aa bb aa mm 'en tt uc kk ic vv oo ss 'ee kk 'ee ij rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0064.wav;adriana
#p 'ii ss uc nn 'an wn ss ii gg nn ii ff 'ii kk ac oo pp oo zz ii ss 'an wn #c mm 'aa ss kk ic ac 'aa rr ee ac #c nn ac ee ss pp 'an nh ac #c pp rd ee ss 'ii zz ac dz ic gg rd 'uu pp uc zz dz ic mm 'ii uw pp ee ss 'oo ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0363.wav;adriana
#p mm 'aa zz ee zz 'ii ss ts ic 'uu mm ac kk aa dd 'ee ij ac kk ic rx ee kk uu pp 'eh rr ac dz ic vv ee rf dd 'aa dz ic #c ss ic oo uw vv 'eh rf vv on tt 'aa dz ic dd uc zz dd ee tt 'en tt uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0095.wav;adriana
#p 'ee ll ic aa 'in dd ac nn 'an wn pp 'oh dz ic ff aa ll 'aa rf pp oo rf kk 'ee ac oo pp ee rr aa ss 'an wn 'eh mm 'un in tt uc rx ee ss 'en ts ic #c mm 'aa zz dd aa kk 'ii ac un zz dz 'ii ac zz vv 'aa ij ss ic kk oo mm uu nn ii kk 'aa rf ss en pp rd oo bb ll 'ee mm ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0025.wav;adriana
#p tt 'en nh ac 'uu mm ac 'oh ts ic mm ac nn 'oo ij ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0603.wav;adriana
#p 'ee uw pp 'oh ss uc ss oo ll ii ss ii tt 'aa rr aa gg 'oh rr ac uc dd ee zz bb ll oo kk 'ee ij uw #s mm 'aa zz nn 'an wn ee ss kk 'ee ss ac kk ic pp rd ee ss 'ii zz ac pp aa gg 'aa rr en aa tt 'eh vv 'in ts ic ic kk uw 'aa tt rd uc 'oh rr ac ss tt 'oo dd ac zz ac ss ff aa tt 'uu rr ac zz vv en ss 'ii dd ac ss pp 'aa rr ac ee vv ii tt 'aa rf kk ic 'eh ll ac ss 'ee zh ac bb ll oo kk ee 'aa dd ac nn oh vv aa mm 'en ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0046.wav;adriana
#p uc dd ee ss kk 'on tt uc 'eh mm aa ij 'oh rf dd uc kk ic vv oo ss 'ee ii mm aa zh 'ii nn ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0046.wav;adriana
#p zz 'eh rr uc oo ij tt oo ss 'en tt uc ss #c ss 'eh ts ic dd 'oo ij ss ss 'in kk uc #c ss 'in kk uc 'oo ij tt uc #c tt rd 'ee ss ss 'in kk uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0187.wav;adriana
#p 'ee ll ic nn 'an wn kk 'eh bb rd ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0622.wav;adriana
#p ac pp rd ii mm 'ee ij rr ac ss ii dd 'aa dz ic gg rd 'an dz ic #c ac tt rd ee zz 'en tt uc zz ic tt rd 'ee zz ic kk ii ll 'oo mm ee tt rd uc ss #c 'eh uc rx 'ii uw dz ic zh aa nn 'ee ij rr uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0018.wav;adriana
#p pp 'aa rr ac pp rd ee pp aa rr 'aa rr uc oo rf ss aa mm 'en tt uc #c pp rd ee tt 'en dz ic ee ss kk oo lh 'ee rr uc kk ic ee ss tt 'aa pp rd 'on tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0029.wav;adriana
#p ac in pp oo rf tt 'an ss ij ac dd ac ss ss oo ll uu ss 'on jn zz ee ss tt aa rr 'aa nn ac aa rf zh en ts 'ii nn ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0211.wav;adriana
#p ss 'oh ff ts uw eh rf dz ic kk on vv ee rf ss 'an wn tt 'ee ss tt uc ff 'aa ll ac #c kk ic kk on vv 'eh rf ts ic kk uw aa uw kk 'eh rf tt 'ee ss tt uc dd ac ll 'in gg uw ac pp oo rf tt uu gg 'ee zz ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0473.wav;adriana
#p dd aa kk 'ii ac pp oo uw kk 'in nh uc ss 'ee uw pp ee dz 'ii dd uc ss ee rr 'aa en tt rd 'eh gg ic nn ac ss 'uu ac rx ee zz ii dd 'en ss ij ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0126.wav;adriana
#p zh 'aa 'eh rr ac 'oh rr ac dz ic dd 'aa rf mm uc zz un bb 'aa ss tt ac nn 'eh ss ac rx oo uw bb aa lh 'ee ij rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0739.wav;adriana
#p ll uu 'ii zz ii nn 'aa ss ic uw ll 'uu ll ac dd ac ss 'ii uw vv ac #c en dd ee zz 'en bb rd uc dd uc 'an nn uc pp aa ss 'aa dd uc #c ff ii kk 'oo uw 'en tt rd ic ac 'eh pp oo kk ac dd ac zz en pp rd 'ee zz ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0350.wav;adriana
#p nn 'an wn ff 'ii kk ic an gg uu ss ts ii 'aa dd ac kk on 'ii ss uc #c 'eh nn oo rf mm 'aa uw aa kk on tt ee ss 'ee rr ic nn in gg 'en ee ss tt 'aa in kk oo mm oo dd 'aa dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0088.wav;adriana
#p 'eh ss 'oh ac ii gg rd 'ee zh ac kk aa tt 'oh ll ic kk ac vv ii zz ii tt 'aa rr ac ii tt 'aa ll ij ac ic ss 'ee uw pp aa tt rd ii mm 'oo nn ic uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0146.wav;adriana
#p ss ic dd ee mm ii ts 'ii uw dd ac ss 'ee bb 'ee 'eh ff ic #c pp oo rf mm 'ee ij uw dz ic nn 'oh tt ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0376.wav;adriana
#p 'eh nn ee ss ee ss 'aa rr ic uw aa uw tt ee rr 'aa rr ac ss kk on dz ii ss 'on jn ss pp 'aa rr ac ee vv ii tt 'aa rr ac kk 'eh bb rd ac dd uc ss 'ee uw aa kk 'oo rf dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0204.wav;adriana
#p mm oo ss tt rd aa rr 'ee ij 'ii ss uc nn ac zz nn oo ts 'ii ss ij ac zz ac ss ee gg 'ii rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0138.wav;adriana
#p mm aa rr ii 'eh ll ac #c 'oo zh ic vv oo ss 'ee ee ss tt 'aa dd ee zz ll un bb rd 'an ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0048.wav;adriana
#p ii mm 'oh vv ee uw dd uc rx 'ee ij nn uc uu nn 'ii dd uc pp aa ss 'oo uw ac ss 'ee rf dz ii ff ee rr 'en ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0334.wav;adriana
#p ee ss tt 'oo uw kk an ss 'aa dd uc dz ic tt en tt 'aa rr 'uu mm ac ic 'oo uw tt rd ac vv 'ee ss kk ic vv oo ss 'ee en tt 'en dd ac kk 'oo mm uc 'ii ss tt uc ff un ss ii 'oo nn ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0145.wav;adriana
#p en ss ee gg 'ii dd ac vv oo ss 'ee ee ss tt aa rr 'aa rx ee ss ee bb 'en dd uc nn uc ss 'ee uw ee mm 'ee ij oo uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0652.wav;adriana
#p ll 'oh gg uc ll 'oh gg uc #c nn 'an wn tt ee rr 'ee ij mm 'aa ij zz 'eh ss tt ac mm 'ee zz mm ac dd 'uu vv ic dd ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0611.wav;adriana
#p en tt 'an wn uc tt rd 'aa ff ee gg uc ff rd an ss 'ee zz nn 'un kk ac ss ee rr 'aa kk 'oo mm uc nn ac kk aa ll ii ff 'oh rf nn ij ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0399.wav;adriana
#p pp 'oh dz ic ff ii kk 'aa rf tt rd an kk uw 'ii ll uc kk ic ac nn 'oh ss ac ee kk 'ii pp ic vv 'aa ij ii dd en ts ii ff ii kk 'aa rr uc kk ic aa kk on tt ee ss 'ee uw ic ff aa zz 'ee rr uc kk an ss ee ll aa mm 'en tt uc dd ac kk oo bb rd 'an ss ac ss en kk 'uu ss tt uc aa uw gg 'un pp 'aa rr ac vv oo ss 'ee #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0117.wav;adriana
#p kk uw 'an dd uc mm oo ss tt rd 'ee ij 'eh ss ac ff 'oh tt uc pp 'aa rr ac 'eh ll ac #c pp ee rf gg un tt 'an dd uc ss ic 'eh ll ac kk on nh ee ss 'ii ac aa uw gg 'un dd 'ee ll ic ss #c 'eh ll ac aa rx ee gg aa ll 'oo uw uc zz 'oh lh uc zz ic dz 'ii ss ic uc kk oo rr oo nn 'eh uw aa dd 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0174.wav;adriana
#p kk uw 'an dd uc dd ee ij sh 'aa rf mm uc zz dz ic bb rd ii gg 'aa rf pp 'ee ll ac ss ss 'oh bb rd ac zz ic pp aa ss 'aa rf mm uc zz ac dd ee ff en dd 'ee rr uc tt 'oo dd uc #c pp rd oo gg rd ee dz ii rr 'ee mm uc ss kk 'oo mm uc kk oo mm uu nn ii dd 'aa dz ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0040.wav;adriana
#p tt rd 'aa ts ic 'eh ss ac 'aa rf vv oo rr ic kk on kk aa rr 'in nh uc ic 'eh ll ac kk rd ee ss ee rr 'aa bb oo nn 'ii tt ac ic vv ii ss tt 'oh zz ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0095.wav;adriana
#p kk ic 'ee ss ic dz 'ii ac ss 'ee zh ac mm aa rr aa vv ii lh 'oo zz uc pp 'aa rr ac vv oo ss 'ee ic pp 'aa rr ac uc ss ss 'ee uw ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0148.wav;adriana
#p un dd uc ss kk oo ll 'oo nn uc zz ll ee vv 'oo uw ac ss 'uu ac in dz ii ss kk rd ii ss 'an wn 'aa uw pp 'on tt uc dz ic dd 'aa rf ll 'aa rf gg ac ss kk aa mm in nh 'aa dd ac zz en pp rd ee zz 'en ss ac dd ac zz mm uu lh 'eh rr ic ss kk ic ss ic aa sh 'aa vv an wn nn uc pp 'aa rf kk ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0155.wav;adriana
#p ff aa rr 'ee mm uc zz un pp aa ss 'ee ij uw pp 'ee ll ac sh aa pp 'aa dd ac dd uc zz gg ii mm aa rr 'an jn ss #c ic dd ee pp 'oo ij zz un pp ii kk ee nn 'ii kk ic pp 'aa rr ac dd ee ss kk an ss 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0115.wav;adriana
#p un gg rd 'uu pp uc dz ic pp oo ll ii ss ii 'aa ij zz zh 'aa ee ss tt 'aa nn uc zz ee ss tt 'aa dd uc zz ii zz ll 'an mm ic kk uc ss pp oo rf mm 'ee ij uw dz ic zh 'ee pp 'ee 'eh ss ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0191.wav;adriana
#p dz 'ii gg ac pp rd ac 'eh ll ac kk ic 'eh ss 'oh kk ee rr 'ee rf kk ic 'eh ll ac kk on ss 'eh gg ic #s ic 'ee uw ee ss tt 'oo uw tt oo rf ss 'en dd uc pp 'aa rr ac kk ic ss 'ee zh ac aa ss 'in #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0090.wav;adriana
#p aa mm 'aa dd uc #c 'ii ss uc kk ic nn 'oh zz ee ss tt 'an mm uc zz rx ee pp ee ts 'in dd uc nn 'an wn vv oo uw tt aa rr 'aa vv aa zz 'ii uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0111.wav;adriana
#p un kk 'aa ll ic ss ic dz ic vv 'in nh uc ts 'in tt uc ff 'aa zz bb 'en pp 'aa rr ac uc kk oo rr aa ss 'an wn ic pp 'aa rr ac ac 'aa uw mm ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0034.wav;adriana
#p ic ac nn oo ts 'ii ss ij ac bb 'oo ac 'eh kk ic uc rx 'aa ij uw sh 'ii zz mm 'oh ss tt rd ac kk ic ee ss tt 'aa tt 'uu dd uc bb 'en kk on ss 'ee uw ss pp uu uw mm 'on jn ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0060.wav;adriana
#p vv 'oo uw ts ic pp aa ss 'aa rr ac rx ee ss 'ee ij tt ac dd uc bb 'oo ll uc ic dd ee pp 'oo ij zz vv oo ss 'ee mm ic dz 'ii zz uc kk ic aa sh 'oo uw dd ac kk oo bb ee rf tt 'uu rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0055.wav;adriana
#p uc aa ss 'un tt uc dd ac ss aa 'uu dz ic #c nn uc kk oo mm ee rf ss ii 'aa uw #c ff ii kk 'oo uw ss 'oo bb ic oo bb ss ee rf vv aa ss 'an wn en ss 'an wn kk 'aa rf ll uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0545.wav;adriana
#p dz ic ff 'oh rf mm ac mm 'aa ij zz 'aa zh ic uw #c ss in pp ll ii ff ii kk 'aa dd ac ic dz ic mm aa nn 'ee ij rr ac pp rd 'aa ts ic kk ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0474.wav;adriana
#p ff 'oo ij kk on dd ee nn 'aa dd uc ic pp rd 'ee zz uc en rx ee zh 'ii mm ic ff ee sh 'aa dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0406.wav;adriana
#p pp 'aa uw ll uc ss 'eh rf zh ic uw kk aa rf nn 'ee ij rr uc dd ac kk 'un nh ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0392.wav;adriana
#p kk on ss ee rf tt 'ee zz ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0566.wav;adriana
#p en tt 'oo rf nn uc dd uc tt ee rf ss 'ee ij rr uc ll uu gg 'aa rf #c ic 'eh ll ac nn 'an wn en tt rd ee gg 'oo uw ac dz ii ss pp 'uu tt ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0538.wav;adriana
#p ff aa uw tt 'oo uw ss 'oh rf ts ic ic ff 'oo mm uc ss pp rd ee zh uu dz ii kk 'aa dd uc zz en aa uw gg 'uu mm ac zz oo kk aa zz ii 'on jn ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0440.wav;adriana
#p zh aa mm 'aa ij ss tt en tt 'ee ij dd 'aa rf bb 'an nh uc nn 'ee ss ic gg 'aa tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0797.wav;adriana
#p 'eh ll ac nn 'an wn kk on ss 'eh gg ic pp aa rr 'aa rf dz ic ff uu mm 'aa rr ic zh 'aa ee ss tt 'aa kk on kk uw 'aa zz ic ss ee tt 'en tt ac 'an nn uc ss ff uu mm 'an dd uc dd 'uu ac ss kk aa rf tt 'ee ij rr ac ss pp oo rf dz 'ii ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0226.wav;adriana
#p pp 'aa rr ac mm ee lh oo rr 'aa rr uc pp aa pp 'eh uw dz ic ss uu ss tt en tt 'aa vv ee uw #c mm oo rr 'ee ij rr ac ss ic ee ss pp ll ii kk 'oo uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0340.wav;adriana
#p tt 'uu dd uc vv 'aa ll ic ac pp 'ee nn ac kk uw 'an dd uc ac 'aa uw mm ac nn 'an wn 'eh pp ee kk 'ee nn ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0623.wav;adriana
#p kk on ac gg rd aa vv ii dd 'ee zz dd ac ee ss pp 'oo zz ac #c uc ss kk uw ij dd 'aa dd uc zz ic uc ss kk aa rr 'in nh uc zz rx ee dd oo bb rd 'aa rr an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0521.wav;adriana
#p tt oo mm 'aa zz dz 'ii zz ac aa ll 'ii ss ic kk ic kk 'eh rf ff aa ll 'aa rf kk on ss 'ee uw pp 'aa ij pp 'aa rr ac aa nn un ss ii 'aa rf ff oo rf mm aa uw mm 'en ts ic uc ss 'ee uw kk aa zz aa mm 'en tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0062.wav;adriana
#p 'ee uw pp ee dz 'ii pp 'aa rr ac ff aa zz 'ee rr uc dd ee zz bb ll oo kk 'ee ij uw dd uc ss 'ee uw nn 'oo vv uc kk aa rf tt 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0781.wav;adriana
#p 'ee #c aa nn un ss ii 'oo uw ac aa ss ee ss oo rr 'ii ac dz ic in pp rd 'en ss ac dd ac kk oo mm ii ss 'an wn dz ic mm 'ii nn ac zz ic ee nn ee rf zh 'ii ac #c nn 'an wn 'aa mm uu dd 'an ss ac zz aa tt 'eh uc mm oo mm 'en tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0302.wav;adriana
#p tt 'oo dd uc mm 'un dd uc pp 'en ss ac kk ic ss 'ee rf vv ee zh ee tt aa rr ii 'an nn uc 'eh 'uu mm ac dd ee zz vv an tt 'aa zh en pp 'aa rr ac aa kk 'ee ll ic ss kk ic dd ee zz 'ee zh an wn mm 'uu ss kk uc ll uc ss #c kk 'oh rf pp uc zz dd ee ff ii nn 'ii dd uc zz ic uc zz aa tt ll 'eh tt ac zz mm 'ee zz mm uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0214.wav;adriana
#p kk on pp aa rf ts ii lh 'an mm uc zz ac pp rd ee oo kk uu pp aa ss 'an wn dz ic nn 'oh ss uc zz aa ll ii 'aa dd uc ss #c dz 'ii ss ic uc zh ee nn ee rr 'aa uw mm aa rf ts 'in #c mm 'aa zz ac pp 'aa zz ee ss tt 'aa pp 'eh rf tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0106.wav;adriana
#p 'ee uw ee ss pp ee rr ii mm en tt 'ee ij uc rx ee mm 'eh dz ic uw pp oo rf tt rd 'in tt ac 'an nn uc ss #c ic 'ee ll ic nn 'un kk ac ff aa lh 'oo uw kk oo mm 'ii gg uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0080.wav;adriana
#p zh ii uw bb 'eh rf tt uc kk aa ss 'aa bb ic nn ac en bb aa ij sh 'aa dd ac dz ic kk uu rr ii ts 'ii bb ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0408.wav;adriana
#p pp 'oh dz ic ff ii kk 'aa rf tt rd an kk uw 'ii ll uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0722.wav;adriana
#p ac aa pp 'oh ll ic ss ic kk oo bb rd ii rr 'aa tt 'oo dd uc zz uc zz gg 'aa ss tt uc ss kk on ee ss tt aa dz 'ii ac #c tt rd an ss pp 'oh rf ts ic ic gg 'in sh uc #c ic ss ic oo uw vv 'eh rf nn ee ss ee ss ii dd 'aa dz ic dz ic mm 'eh dz ic kk uc #c tt an bb 'en ee ss tt aa rr 'aa kk oo bb 'eh rf tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0080.wav;adriana
