phonetic_transcription;wav_path;speaker;style
#p nn 'an wn #k nn 'an wn tt 'en nn en nh 'un pp rd oo bb ll 'ee mm ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_conteudoInformacional/wav22/bradesco_conteudoInformacional0030.wav;rosana;neutro
#p ac in ff rd aa ss 'an wn ff 'oo ij mm aa rf kk 'aa dd ac pp 'ee ll ac aa rf bb ii tt rd 'aa zh en #c uc kk ic pp rd oo vv oo kk 'oo uw rx ee aa ss 'on jn ss kk 'on tt rd ac ic ac ff aa vv 'oo rf #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1039.wav;carlos;neutro
#p an dd rd 'oh ij dz ic 'oo uw 'aa ij ff 'oo nn ic #q;/l/disk1/awstebas/data/TTS/speaker-rosana/bia_googleAssistant/wav22/bia_googleAssistant0165.wav;rosana;neutro
#p en tt 'en pp uc rx ee 'aa uw nn uc oo tt 'eh uw #c kk oo bb ee rf tt 'uu rr ac dd uc aa mm ii ss tt 'oo zz uc dd ac ff 'ii ff ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0281.wav;carlos;neutro
#p kk 'oo mm uc 'ee ll ic 'uu zz ac 'eh ss ac zz in vv en ss 'on jn zz 'eh ss 'en pp rd ic uc mm 'aa ij zz in pp oo rf tt 'an ts ic #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bia_googleAssistant/wav22/bia_googleAssistant0090.wav;rosana;neutro
#p ss 'oh pp 'aa rr ac kk on ff ii rf mm 'aa rf #k vv oo ss 'ee 'eh ss 'eh rf zh ic uw #q;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0357.wav;carlos;neutro
#p un kk 'ii zz rx 'on dz ic #c 'oo uw un gg rd ii ff 'on dz ic bb rd uu sh 'eh ll ac ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/demo_showroom/wav22/demo_showroom0127.wav;rosana;neutro
#p kk on pp ll ee tt 'oo uw uc vv 'ii dz ic uw dd ac aa pp ll ii kk aa ss 'an wn dd uc 'oh ll ee uw nn uc mm oo tt 'oo rf dd uc kk 'aa rx uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1766.wav;carlos;neutro
#p ac ll 'ee ij dz ic ss ii rf kk uu ll aa ss 'an wn 'eh ss 'oh pp 'aa rr ac ac zz vv 'ii ac zz mm oo nn ii tt oo rr 'aa dd ac ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0670.wav;carlos;neutro
#p ff 'oo ij ll ee vv 'aa dd ac dd ac aa mm 'eh rr ic kk ac ic aa sh 'aa dd ac nn ac 'aa zz ij ac ic ee uw rr 'oh pp ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0552.wav;carlos;neutro
#p ac dz ii rr ee tt 'oo rr ac mm 'oh ss tt rd ac un ff 'ii uw mm ic kk on sh 'aa rf mm ic #c ss ee dd uu ss 'an wn ic 'uu mm ac pp ii tt 'aa dd ac dz ic mm aa ll 'ii ss ij ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1393.wav;carlos;neutro
#p pp rd ee zz 'aa dd uc kk ll ii 'en ts ic #c pp oo rf ff 'aa uw tt ac dz ic in tt ee rr aa ss 'an wn pp ee dz 'ii mm uc ss kk ic rx ee tt 'oh rf nn ic nn oh vv aa mm 'en ts ic pp 'aa rr ac aa tt en dz ii mm 'en tt uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/dnk/wav22/dnk0055.wav;rosana;neutro
#p ll ee vv 'oo uw uc tt ee rf ss 'ee ij rr uc kk aa rf tt 'an wn aa mm aa rr 'eh ll uc #c ic zh 'aa ff 'oo rr an wn aa tt 'eh uc dd ee ll ee gg 'aa dd uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas1305.wav;rosana;neutro
#p mm 'aa zz ac ll en ts ii dd 'an wn aa ss uu mm 'ii uw uc en ss 'ii nn uc nn ac ee ss kk 'oh ll ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0010.wav;carlos;neutro
#p mm ii gg 'eh uw tt 'en un 'aa uw bb un kk on tt 'oo dd uc zz uc ss pp 'ee nn ac uw ts ic ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0047.wav;rosana;neutro
#p vv ii 'oh ll ac ic ee dz mm 'un dd uc ff 'oh rf mm an wn uc aa tt 'aa kk ic dd uc vv 'aa ss kk uc dd ac gg 'an mm ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0614.wav;carlos;neutro
#p kk uw 'an dd uc ac kk 'oh tt ac dz ic kk on ss 'oh rf ss ic uw 'eh kk an ss ee ll 'aa dd ac #c 'aa dd ee ss kk 'on tt uc dz ic zh 'uu rr uc zz ee kk ii vv aa ll 'en ts ic ac dd 'eh ss pp oo rf ss 'en tt uc dd uc kk rd 'eh dz ic tt uc #c ic mm 'uu uw tt ac dz ic tt rd 'ee ss pp oo rf ss 'en tt uc pp oo rf kk 'eh bb rd ac dz ic kk on tt rd 'aa tt uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_baseInformacional/wav22/bradesco_baseInformacional0241.wav;rosana;neutro
#p kk 'aa zz uc tt 'en nh ac dd 'uu vv ic dd ac zz 'en tt rd ic en kk on tt 'aa tt uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0042.wav;carlos;neutro
#p ee ss tt aa tt 'uu tt uc ss oo ss ii 'aa uw #c 'aa tt ac dz ic ee ll ee ij ss 'an wn ic ee ll ee ij ss 'an wn dd uc zz aa dz mm ii nn ii ss tt rd aa dd 'oo rr ic ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_conteudoInformacional/wav22/bradesco_conteudoInformacional0296.wav;rosana;neutro
#p kk 'oo mm uc 'eh vv oo ss 'ee #q;/l/disk1/awstebas/data/TTS/speaker-rosana/bia_googleAssistant/wav22/bia_googleAssistant0025.wav;rosana;neutro
#p ac rx 'uu ss ij ac ic ss 'ee uw pp rd oo gg rd 'an mm ac nn uu kk ll ee 'aa rf dz ic ll 'on gg uc pp rd 'aa zz uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0795.wav;rosana;neutro
#p 'aa uw ll 'on gg uc dd uc zz mm ii nn 'uu tt uc ss #c uc mm 'aa ij zz rx 'aa pp ic dd uc kk ic pp 'oo dz ic nn uc pp ee rr 'ii oo dd uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0842.wav;rosana;neutro
#p en pp 'oo rf tt uc aa ll 'eh gg rd ic #c nn 'oh ss ac pp 'aa zh ic nn ac ss aa 'ii uw dd uc 'aa rf dd ac zz nn 'oh vv ic 'aa zz dd ee zz 'oo ij tt uc 'oh rr ac ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas1641.wav;rosana;neutro
#p 'oh #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0063.wav;carlos;neutro
#p ac ss kk oo bb ee rf tt 'uu rr ac ss ss 'an wn mm 'un in tt ac ss #k rx 'oo uw bb uc #c tt uu mm 'uu uw tt uc ss #c rx ee ss pp on ss aa bb ii ll ii dd 'aa dz ic ss ii vv 'ii uw ee tt ss 'eh tt ee rr ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/sulamerica_auto/wav22/sulamerica_auto0024.wav;rosana;neutro
#p kk on ff 'ii an wn nn uc pp 'ee ss 'ee 'oo uw en dz ii ss pp oo zz ii ts 'ii vv uc ss pp 'aa rr ac ll ii gg 'aa rr ac zz 'uu rf nn ac ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0154.wav;rosana;neutro
#p aa pp 'oh ss kk oo bb rd 'an ss ac dz ic ee ss kk an tt 'ee ij uw #c sh uu tt 'oo uw pp 'aa rr ac uc gg 'oo uw #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0453.wav;rosana;neutro
#p ac sh 'an ss ic 'eh dd ac in gg ll aa tt 'eh rx ac gg an nh 'aa rf nn uc aa bb 'eh rf tt uc dz ic ll 'on dd rd ic ss #c nn oo ts ii ss ii 'oo uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0189.wav;carlos;neutro
#p aa ss 'in kk 'oo mm uc uc kk 'aa rx uc #c uc nn 'oh mm ic dd uc ss ii ss tt 'ee mm ac dz ic vv ee 'ii kk uc ll uc zz vv 'aa ll ic tt an bb 'en #p;/l/disk1/awstebas/data/TTS/speaker-rosana/freqpalavras/wav22/freqpalavras0169.wav;rosana;neutro
#p tt 'uu dd uc bb 'en ee ss tt 'oo uw ee ss pp ee rr 'an dd uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/zanc/wav22/zanc0019.wav;rosana;neutro
#p aa vv 'ii ac un mm 'on ts ic dz ic kk 'aa rf tt ac zz nn uc ss aa gg uw 'an wn dd uc oo tt 'eh uw 'on dz ic ee ss tt 'aa vv ac uc kk an tt 'oo rf #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0875.wav;rosana;neutro
#p mm 'ee uw pp ll 'an nn uc oo dd on tt oo ll 'oh zh ic kk uc kk 'oh bb rd ic in pp ll 'an ts ic zz dd en tt 'aa rr ic uw ss #q;/l/disk1/awstebas/data/TTS/speaker-rosana/bia_googleAssistant/wav22/bia_googleAssistant0510.wav;rosana;neutro
#p pp ll 'aa kk ac dz ic ff ii nn 'aa uw tt rd 'ee zz dd 'oo ij zz nn uc ss ii ss tt 'ee mm ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/renaut/wav22/renaut0009.wav;rosana;neutro
#p uc aa rf ts 'ii ss tt ac pp rd oo zh ee tt 'oo uw zh 'oh ij ac zz ac pp aa rf ts 'ii rf dz ic ss 'uu ac ss pp in tt 'uu rr ac ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas1703.wav;rosana;neutro
#p kk on tt rd ii bb uu 'ii rr an wn pp 'aa rr ac in ff ll aa ss 'an wn bb 'aa ij sh ac #c uc dd 'eh ff ic ss ic ts ic kk oo mm ee rf ss ii 'aa uw ic uc nn 'oo vv uc pp aa kk 'oh ts ic ff ii ss kk 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas1540.wav;rosana;neutro
#p kk 'eh rr uc kk ic uc kk on tt 'aa tt uc tt 'en nh ac un 'oh ts ic mm uc dz 'ii ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/callcenter/wav22/callcenter0031.wav;rosana;neutro
#p nn 'an wn aa kk rd ee dz 'ii tt uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/neutro/wav22/neutro0025.wav;rosana;neutro
#p dz ic kk ll ee oo nn 'ii ss ic pp 'aa rr ac kk ll ee oo nn 'ii ss ic #c kk on kk ll ee oo nn 'ii ss ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0159.wav;carlos;neutro
#p 'an mm ac rx 'on kk 'on gg ic mm 'aa ij zz dd uc kk ic ss ic ii mm aa zh ii nn 'aa vv ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0628.wav;rosana;neutro
#p nn ac zz bb an dd 'ee ij rr ac zz aa mm 'eh rr ic kk an eh kk ss pp rd 'eh zz ic vv 'ii zz ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_bia/wav22/bradesco_bia0151.wav;rosana;neutro
#p vv oo ss 'ee rx ee zz 'ii dz ic nn uc ss ee gg 'in ts ic en dd ee rr 'ee ss uc #k;/l/disk1/awstebas/data/TTS/speaker-rosana/dnk/wav22/dnk0005.wav;rosana;neutro
#p ll 'aa uw rr ac ic ss 'eh zz ac rr en tt 'en dd en uc zz bb ee bb 'ee zz dd uc zz vv ii zz 'in nh uc ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0054.wav;rosana;neutro
#p ts 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0052.wav;carlos;neutro
#p uc ll ii mm 'ii ts ic dd ac kk on pp ee ts ii ss 'an wn aa kk 'aa bb ac ss 'en dd uc uc in pp 'aa kk tt uc an bb ii en tt 'aa uw #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0648.wav;carlos;neutro
#p tt 'uu dd uc bb 'en ss ic ts ii vv 'eh rr 'oo uw tt rd ac pp ee rf gg 'un tt ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_ura/wav22/bradesco_ura0033.wav;rosana;neutro
#p pp oo dd 'en dd uc in kk ll uu zz 'ii vv ic bb aa ij sh 'aa rf ff 'oh tt uc zz ic vv 'ii dz ic uw zz ic rx ee aa ll ii zz 'aa rf sh an mm 'aa dd ac ss ss en dd ee ss kk on tt 'aa rf dd ac ff rd an kk 'ii ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0255.wav;carlos;neutro
#p ac aa tt rd 'ii ss kk 'eh rf ss ic pp aa ss 'aa rf pp oo rr un pp oo rf tt uu gg 'ee zz 'aa uw ff aa ll 'aa rf kk on ac in pp rd 'en ss ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0453.wav;rosana;neutro
#p pp oo rf kk 'ee aa pp ee zz 'aa rf dz ic tt 'ee rr en pp oo dd 'ee rr 'an ts ic ss #c nn uc dz 'ii ac dz ic 'oo zh ic pp 'oh dd en ss 'ee rf ff ee rr 'ii dd uc ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/freqpalavras/wav22/freqpalavras0152.wav;rosana;neutro
#p nn 'ee ss ic ll 'ii vv rd uc #c uc aa uw tt 'oo rr aa bb 'oh rf dd ac ac ee vv oo ll uu ss 'an wn dd uc mm aa sh 'ii zz mm uc en nn 'oh ss ac ss oo ss ii ee dd 'aa dz ic #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas1200.wav;rosana;neutro
#p zh ii uw bb 'eh rf tt uc kk aa ss 'aa bb ic nn ac en bb aa ij sh 'aa dd ac dz ic kk uu rr aa ss 'aa #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0282.wav;rosana;neutro
#p kk ic oo kk 'oh rx ic kk 'aa uw zz aa 'eh rr ee uw en bb 'ee aa gg 'aa #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0010.wav;rosana;neutro
#p ac in ff rd aa ss 'an wn ff 'oo ij mm aa rf kk 'aa dd ac pp 'ee ll ac aa rf bb ii tt rd 'aa zh en #c uc kk ic pp rd oo vv oo kk 'oo uw rx ee aa ss 'on jn ss kk 'on tt rd ac ic ac ff aa vv 'oo rf #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0144.wav;rosana;neutro
#p 'ee mm ic pp 'ee in vv ee ss ts 'ii gg ac uc kk ic oo kk 'oh rx ic nn uc aa eh rr oo pp 'oo rf tt uc dz ic kk on gg 'on nh ac ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0324.wav;rosana;neutro
#p 'oh lh ac ss 'oh kk 'oo mm uc ff aa zz 'ee rf #k tt 'oh kk ic nn uc bb oo tt 'an wn mm 'aa ij zz 'oo uw nn uc kk ll 'ii pp ss #s;/l/disk1/awstebas/data/TTS/speaker-rosana/bia_googleAssistant/wav22/bia_googleAssistant0318.wav;rosana;neutro
#p ii zz ll 'an dz ij ac nn 'eh gg ac pp ee dz 'ii dd uc dz ic ss ii dd aa dd an nn 'ii ac ac 'eh dd uw ac rf dz ic ii zz nn oo uw dd 'en #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0250.wav;rosana;neutro
#p dz ic zh 'oh rf zh ic pp 'aa rr ac zh 'oh rf zh ic #c kk on zh 'oh rf zh ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0028.wav;carlos;neutro
#p nn uc 'an nn uc pp aa ss 'aa dd uc #c ff ii zz 'eh rr an wn in vv ee ss ts ii mm 'en tt uc zz nn uc ts 'ii mm ic pp 'aa rr ac tt en tt 'aa rr ac vv ii tt 'oh rr ij ac pp 'ee ll ac pp rd ii mm 'ee ij rr ac vv 'ee ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/freqpalavras/wav22/freqpalavras0173.wav;rosana;neutro
#p en tt 'an wn tt 'aa #p ss ic pp rd ee ss ii zz 'aa rf dz ic aa uw gg 'uu mm ac kk 'oo ij zz ac #c bb 'aa ss tt ac ll ii gg 'aa rf nn uc nn 'uu mm ee rr uc aa ss tt ee rr 'ii ss kk uc un kk uw 'aa tt rd uc kk uw 'aa tt rd uc dd uc ss 'ee uw pp rd 'oh pp rd ic uw aa pp aa rr 'ee lh uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0273.wav;carlos;neutro
#p kk 'oo mm uc ac rx ee ff ii nn aa rr 'ii ac dz ic pp aa ss aa dd 'ee nn ac #c nn ac ss ee gg 'un dd ac ee tt 'aa pp ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1768.wav;carlos;neutro
#p 'oo zh ic kk aa mm in nh 'an mm uc zz ll on gg aa mm 'en ts ic #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0350.wav;rosana;neutro
#p aa pp on tt 'oo uw gg 'an nh uc ss pp 'aa rr ac uc ss an tt an dd 'eh rf dd 'ee zz dz ic en tt 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0433.wav;carlos;neutro
#p aa gg rd aa dd ee ss 'ee mm uc ss ss 'uu ac vv ii zz 'ii tt ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/neutro/wav22/neutro0098.wav;carlos;neutro
#p un bb 'on ll uu tt aa dd 'oo rf rx ee kk 'eh rr aa zh ii ll ii dd 'aa dz ic ic rx aa pp ii dd 'ee zz dz ic mm oo vv ii mm 'en tt uc ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0248.wav;rosana;neutro
#p ff 'oo ss ic pp 'ee ll ac in tt rd 'ii gg ac dd ac oo pp oo zz ii ss 'an wn #c mm 'an tt ee gg ac nn 'an wn ii rr 'ii ac aa tt 'eh uc ff 'in dd uc mm an dd 'aa tt uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0938.wav;carlos;neutro
#p ac pp ee rf gg 'un tt ac kk ic rx 'eh ss tt ac 'eh ss ic 'oo uw vv ic 'oo uw nn 'an wn ss uu bb 'oo rf nn uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0690.wav;carlos;neutro
#p nn ac dd 'eh kk ac dd ac dz ic ss 'eh uw ss uc aa mm oo rr 'in #c pp ee ss 'oo ac zz mm oo rx 'ee rr an wn dd ac dd oo 'en ss ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas1656.wav;rosana;neutro
#p aa pp rd en dd 'en dd uc ac ff aa zz 'ee rr 'ii ss uc #c vv 'oo uw ss aa bb 'ee rf kk 'oo mm uc ts ic aa zh uu dd 'aa rf #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_erroTransferencia/wav22/bradesco_erroTransferencia0178.wav;rosana;neutro
#p kk on ff 'eh rr ic ss ic ac pp ee ss 'oo ac nn 'an wn tt 'en 'uu mm ac 'oo uw tt rd ac kk 'on tt ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_erroTransferencia/wav22/bradesco_erroTransferencia0159.wav;rosana;neutro
#p 'eh ss tt ac nn 'an wn 'eh ac 'uu nn ic kk ac pp ee ts ii ss 'an wn ee zz dd rd 'uu sh uc ll ac en vv ii 'aa dd ac 'aa kk 'aa zz ac bb rd 'an kk ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0512.wav;carlos;neutro
#p aa 'in dd ac ee ss tt 'aa aa 'ii #q;/l/disk1/awstebas/data/TTS/speaker-carlos/emocao/wav22/emocao0070.wav;carlos;neutro
#p nn ac ss ii dd 'aa dz ic dz ic kk ic ac mm aa rr 'ii ac ff aa ll 'oo uw #c aa uw gg 'uu mm ac zz dd ac zz nn aa ss 'on jn zz uu nn 'ii dd ac ss kk on pp 'eh tt en nn 'ee ss ts ic 'an nn uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/freqpalavras/wav22/freqpalavras0212.wav;rosana;neutro
#p pp 'aa rr ac kk rd ii 'an ss ac ss #c zh 'oh vv en zz ic aa dd 'uu uw tt uc ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_baseInformacional/wav22/bradesco_baseInformacional0243.wav;rosana;neutro
#p aa ss ee ss 'aa rf mm 'ee uw zz in vv ee ss ts ii mm 'en tt uc ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_erroTransferencia/wav22/bradesco_erroTransferencia0301.wav;rosana;neutro
#p ss ic pp rd ee ff ee rr 'ii rf #c pp 'eh ss ac uc aa uw mm 'en tt uc en ss 'uu ac aa zh 'en ss ij ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bia_googleAssistant/wav22/bia_googleAssistant0230.wav;rosana;neutro
#p rx ee 'uu nn ic bb ll 'oh kk uc zz dz ic uu mm 'oo rr aa mm ee rr ii kk 'an nn uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/rf_selecionadas/wav22/rf_selecionadas0342.wav;rosana;neutro
#p dd 'aa rr un mm 'ee ss pp 'aa rr ac 'ee ll ic dd ee ss ii dz 'ii rf ss 'oo bb rd ic ss 'ee uw zz aa mm 'ii gg uc ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1223.wav;carlos;neutro
#p ff 'oo ij kk on dd ee nn 'aa dd uc ic pp rd 'ee zz uc en rx ee zh 'ii mm ic ff ee sh 'aa dd uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0298.wav;rosana;neutro
#p 'uu mm ac ff ll 'aa uw tt ac tt rd an zz vv ee rf ss 'aa uw #c 'oo uw 'uu mm ac kk aa dd 'ee ij rr ac dd oo bb rd 'aa vv ee uw #p;/l/disk1/awstebas/data/TTS/speaker-rosana/demo_showroom/wav22/demo_showroom0274.wav;rosana;neutro
#p dz ic aa rf nn 'aa uw dd uc pp 'aa rr ac aa rf nn 'aa uw dd uc #c kk on aa rf nn 'aa uw dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/nomes_freq/wav22/nomes_freq0198.wav;carlos;neutro
#p nn oo vv 'en bb rd uc dz ic mm 'ii uw nn oh vv ii ss 'en tt uc zz ic nn oo vv 'en tt ac ic nn 'oh vv ic #c nn oo vv 'en bb rd uc dz ic dd 'oo ij zz mm 'ii uw ic vv 'in ts ic ic dd 'oo ij ss #p;/l/disk1/awstebas/data/TTS/speaker-carlos/aec_old/wav22/aec_old0077.wav;carlos;neutro
#p ic pp rd ac kk on pp aa rf ts ii lh 'aa rr ac in tt ee rf nn 'eh ts ic kk on 'oo uw tt rd ac zz ll 'in nh ac ss ss en pp aa gg 'aa rf #c 'eh mm ee lh 'oh rf tt 'ee rr un dd uc ss pp ll 'an nn uc ss pp 'oh ss pp 'aa gg uc ff aa mm 'ii ll ij ac #p;/l/disk1/awstebas/data/TTS/speaker-rosana/mutant/wav22/mutant0024.wav;rosana;neutro
#p dd 'en tt rd uc dd uc ee ss tt 'aa dd uc #c uc zz ee uw rr oo pp 'ee uw zz 'aa zh en dz ic ff 'oh rf mm ac un tt 'an tt uc kk uw 'an tt uc pp 'uu bb ll ic kk ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica1508.wav;carlos;neutro
#p ac pp 'ee 'ee mm ic en kk rd 'ii zz ic #c aa rx an kk 'aa rr an wn ss 'an gg ic dd 'eh ll ac #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0121.wav;carlos;neutro
#p ll 'ii gg ic ic nn ee gg oo ss 'ii ij #e;/l/disk1/awstebas/data/TTS/speaker-rosana/pg/wav22/pg0004.wav;rosana;neutro
#p uc vv ee 'ii kk uc ll uc dz ic pp ll 'aa kk ac 'un ss 'eh ts ic tt rd 'ee zz dd 'oo ij zz 'eh un rx ee nn 'oo kk ll 'ii uw #p;/l/disk1/awstebas/data/TTS/speaker-rosana/renaut/wav22/renaut0020.wav;rosana;neutro
#p kk on bb ii nn 'aa dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0206.wav;carlos;neutro
#p kk aa rf tt 'an wn mm aa ss tt ee rf kk 'aa rf dz ic gg 'oo uw dz #c ac bb an dd 'ee ij rr ac 'eh aa mm 'eh kk zz 'oo uw 'eh ll uc #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_bia/wav22/bradesco_bia0171.wav;rosana;neutro
#p mm uu zz 'ee uw dz ic ii zz rx aa 'eh uw #c kk ic nn in gg 'en vv ii zz 'ii tt ac kk on uc zz aa mm 'ii gg uc ss #p;/l/disk1/awstebas/data/TTS/speaker-rosana/complemento/wav22/complemento0029.wav;rosana;neutro
#p pp rd ac pp oo dd 'ee rf kk oo mm ee ss 'aa rr uc ss 'ee uw aa tt en dz ii mm 'en tt uc #c ff 'aa ll ac pp rd ac mm 'in uc nn 'uu mm ee rr uc dd uc vv 'ii vv uc kk ic vv oo ss 'ee kk 'eh rf ff aa ll 'aa rf #c kk on uc dd 'ee dd 'ee dd 'ee #p;/l/disk1/awstebas/data/TTS/speaker-rosana/mutant/wav22/mutant0004.wav;rosana;neutro
#p uc pp 'aa pp ac vv 'ii uw kk 'en tt 'en kk ic gg aa rr an ts 'ii rr ac zz mm uu dd 'an ss ac zz dd uc mm 'un dd uc #p;/l/disk1/awstebas/data/TTS/speaker-carlos/riqueza_fonetica/wav22/riqueza_fonetica0953.wav;carlos;neutro
#p ss 'oo uw tt 'eh kk nn ic kk uc dd ac nn 'eh ts ic #p;/l/disk1/awstebas/data/TTS/speaker-carlos/ibm_elo/wav22/ibm_elo0095.wav;carlos;neutro
#p uc pp rd 'aa zz uc mm 'ii nn ic mm uc dz ic kk aa rr 'en ss ij ac dd ac 'eh ll ic ss 'ee 'ii 'eh dz ic nn oo vv 'en tt ac dz 'ii ac ss kk oo rx 'ii dd uc ss #c ss uu zh 'ee ij tt uc ac aa uw tt ee rr aa ss 'an wn #p;/l/disk1/awstebas/data/TTS/speaker-rosana/bradesco_baseInformacional/wav22/bradesco_baseInformacional0224.wav;rosana;neutro
